"sec","10","sin(1Hz,0.7071Vrms)","cos(1Hz,0.7071Vrms)","sin(50Hz,0.7071Vrms)","cos(500Hz,1Vrms)","271Hz+50Hz+1Hz","271Hz+500Hz+10V"
0.588 , 10 , -0.525175 , -0.850994 , 0.587785 , 1 , 0.55313 , 11.8163
0.589 , 10 , -0.530511 , -0.847678 , 0.309017 , -1 , -1.21861 , 8.32005
0.59 , 10 , -0.535827 , -0.844328 , 1.07779e-14 , 1 , -1.48175 , 10.3626
0.591 , 10 , -0.541121 , -0.840945 , -0.309017 , -1 , -0.302284 , 9.84768
0.592 , 10 , -0.546394 , -0.837528 , -0.587785 , 1 , -1.01094 , 11.4144
0.593 , 10 , -0.551646 , -0.834078 , -0.809017 , -1 , -2.59981 , 8.04329
0.594 , 10 , -0.556876 , -0.830596 , -0.951057 , 1 , -1.94429 , 10.8374
0.595 , 10 , -0.562083 , -0.827081 , -1 , -1 , -0.827574 , 9.99951
0.596 , 10 , -0.567269 , -0.823533 , -0.951057 , 1 , -1.87495 , 10.8996
0.597 , 10 , -0.572432 , -0.819952 , -0.809017 , -1 , -2.60207 , 8.0269
0.598 , 10 , -0.577573 , -0.816339 , -0.587785 , 1 , -1.04771 , 11.3564
0.599 , 10 , -0.58269 , -0.812694 , -0.309017 , -1 , -0.242395 , 9.87932
0.6 , 10 , -0.587785 , -0.809017 , -2.15585e-14 , 1 , -1.3968 , 10.4122
0.601 , 10 , -0.592857 , -0.805308 , 0.309017 , -1 , -1.22094 , 8.27535
0.602 , 10 , -0.597905 , -0.801567 , 0.587785 , 1 , 0.564681 , 11.7785
0.603 , 10 , -0.60293 , -0.797794 , 0.809017 , -1 , 0.53104 , 9.51982
0.604 , 10 , -0.60793 , -0.79399 , 0.951057 , 1 , -0.758175 , 10.0848
0.605 , 10 , -0.612907 , -0.790155 , 1 , -1 , -0.0691461 , 8.72101
0.606 , 10 , -0.61786 , -0.786288 , 0.951057 , 1 , 1.15342 , 11.9887
0.607 , 10 , -0.622788 , -0.782391 , 0.809017 , -1 , 0.0454746 , 9.01885
0.608 , 10 , -0.627691 , -0.778462 , 0.587785 , 1 , -1.18429 , 10.0064
0.609 , 10 , -0.63257 , -0.774503 , 0.309017 , -1 , -0.222887 , 9.2426
0.61 , 10 , -0.637424 , -0.770513 , 3.91739e-15 , 1 , 0.159263 , 11.9298
0.611 , 10 , -0.642253 , -0.766493 , -0.309017 , -1 , -1.56276 , 8.51275
0.612 , 10 , -0.647056 , -0.762443 , -0.587785 , 1 , -2.15179 , 10.1984
0.613 , 10 , -0.651834 , -0.758362 , -0.809017 , -1 , -0.869213 , 9.69817
0.614 , 10 , -0.656586 , -0.754251 , -0.951057 , 1 , -1.08745 , 11.6179
0.615 , 10 , -0.661312 , -0.750111 , -1 , -1 , -2.61085 , 8.13926
0.616 , 10 , -0.666012 , -0.745941 , -0.951057 , 1 , -2.08837 , 10.6086
0.617 , 10 , -0.670686 , -0.741742 , -0.809017 , -1 , -0.587035 , 9.96372
0.618 , 10 , -0.675333 , -0.737513 , -0.587785 , 1 , -1.18751 , 11.1378
0.619 , 10 , -0.679953 , -0.733255 , -0.309017 , -1 , -2.04225 , 8.00002
0.62 , 10 , -0.684547 , -0.728969 , -1.4698e-14 , 1 , -0.603635 , 11.1253
0.621 , 10 , -0.689114 , -0.724653 , 0.309017 , -1 , 0.551365 , 9.967
0.622 , 10 , -0.693653 , -0.720309 , 0.587785 , 1 , -0.512303 , 10.6202
0.623 , 10 , -0.698165 , -0.715936 , 0.809017 , -1 , -0.77399 , 8.13293
0.624 , 10 , -0.70265 , -0.711536 , 0.951057 , 1 , 0.847451 , 11.6079
0.625 , 10 , -0.707107 , -0.707107 , 1 , -1 , 1 , 9.70711
0.626 , 10 , -0.711536 , -0.70265 , 0.951057 , 1 , -0.545584 , 10.206
0.627 , 10 , -0.715936 , -0.698165 , 0.809017 , -1 , -0.387334 , 8.50181
0.628 , 10 , -0.720309 , -0.693653 , 0.587785 , 1 , 0.819209 , 11.9251
0.629 , 10 , -0.724653 , -0.689114 , 0.309017 , -1 , -0.125326 , 9.25477
0.63 , 10 , -0.728969 , -0.684547 , -2.94312e-15 , 1 , -1.67666 , 10.0079
0.631 , 10 , -0.733255 , -0.679953 , -0.309017 , -1 , -0.982687 , 9.00628
0.632 , 10 , -0.737513 , -0.675333 , -0.587785 , 1 , -0.272657 , 11.9905
0.633 , 10 , -0.741742 , -0.670686 , -0.809017 , -1 , -1.7466 , 8.7331
0.634 , 10 , -0.745941 , -0.666012 , -0.951057 , 1 , -2.5373 , 10.0798
0.635 , 10 , -0.750111 , -0.661312 , -1 , -1 , -1.15227 , 9.50904
0.636 , 10 , -0.754251 , -0.656586 , -0.951057 , 1 , -0.821354 , 11.7863
0.637 , 10 , -0.758362 , -0.651834 , -0.809017 , -1 , -2.17679 , 8.28406
0.638 , 10 , -0.762443 , -0.647056 , -0.587785 , 1 , -1.83275 , 10.4021
0.639 , 10 , -0.766493 , -0.642253 , -0.309017 , -1 , -0.0780072 , 9.87326
0.64 , 10 , -0.770513 , -0.637424 , -7.83748e-15 , 1 , -0.269299 , 11.3681
0.641 , 10 , -0.774503 , -0.63257 , 0.309017 , -1 , -1.29368 , 8.02987
0.642 , 10 , -0.778462 , -0.627691 , 0.587785 , 1 , -0.152762 , 10.8871
0.643 , 10 , -0.782391 , -0.622788 , 0.809017 , -1 , 1.18605 , 9.99982
0.644 , 10 , -0.786288 , -0.61786 , 0.951057 , 1 , 0.182971 , 10.8498
0.645 , 10 , -0.790155 , -0.612907 , 1 , -1 , -0.573201 , 8.03971
0.646 , 10 , -0.79399 , -0.60793 , 0.951057 , 1 , 0.746033 , 11.4029
0.647 , 10 , -0.797794 , -0.60293 , 0.809017 , -1 , 1.06036 , 9.85428
0.648 , 10 , -0.801567 , -0.597905 , 0.587785 , 1 , -0.637811 , 10.3723
0.649 , 10 , -0.805308 , -0.592857 , 0.309017 , -1 , -0.972954 , 8.31089
0.65 , 10 , -0.809017 , -0.587785 , 1.86181e-14 , 1 , 0.221232 , 11.809
0.651 , 10 , -0.812694 , -0.58269 , -0.309017 , -1 , -0.415469 , 9.47624
0.652 , 10 , -0.816339 , -0.577573 , -0.587785 , 1 , -2.09969 , 10.0657
0.653 , 10 , -0.819952 , -0.572432 , -0.809017 , -1 , -1.61184 , 8.76961
0.654 , 10 , -0.823533 , -0.567269 , -0.951057 , 1 , -0.523374 , 11.995
0.655 , 10 , -0.827081 , -0.562083 , -1 , -1 , -1.59349 , 8.96859
0.656 , 10 , -0.830596 , -0.556876 , -0.951057 , 1 , -2.49462 , 10.0133
0.657 , 10 , -0.834078 , -0.551646 , -0.809017 , -1 , -1.06963 , 9.29104
0.658 , 10 , -0.837528 , -0.546394 , -0.587785 , 1 , -0.224074 , 11.9101
0.659 , 10 , -0.840945 , -0.541121 , -0.309017 , -1 , -1.38065 , 8.46949
0.66 , 10 , -0.844328 , -0.535827 , -9.76975e-16 , 1 , -1.30634 , 10.2295
0.661 , 10 , -0.847678 , -0.530511 , 0.309017 , -1 , 0.511761 , 9.73326
0.662 , 10 , -0.850994 , -0.525175 , 0.587785 , 1 , 0.640183 , 11.5776
0.663 , 10 , -0.854277 , -0.519817 , 0.809017 , -1 , -0.596032 , 8.11477
0.664 , 10 , -0.857527 , -0.51444 , 0.951057 , 1 , 0.0919741 , 10.6554
0.665 , 10 , -0.860742 , -0.509041 , 1 , -1 , 1.46688 , 9.97592
0.666 , 10 , -0.863923 , -0.503623 , 0.951057 , 1 , 0.535285 , 11.0879
0.667 , 10 , -0.867071 , -0.498185 , 0.809017 , -1 , -0.688201 , 8.00097
0.668 , 10 , -0.870184 , -0.492727 , 0.587785 , 1 , 0.270081 , 11.175
0.669 , 10 , -0.873262 , -0.48725 , 0.309017 , -1 , 0.774746 , 9.95298
0.67 , 10 , -0.876307 , -0.481754 , 1.17576e-14 , 1 , -0.907533 , 10.5742
0.671 , 10 , -0.879316 , -0.476238 , -0.309017 , -1 , -1.6262 , 8.15906
0.672 , 10 , -0.882291 , -0.470704 , -0.587785 , 1 , -0.411433 , 11.6471
0.673 , 10 , -0.885231 , -0.465151 , -0.809017 , -1 , -0.603482 , 9.67069
0.674 , 10 , -0.888136 , -0.45958 , -0.951057 , 1 , -2.23417 , 10.1765
0.675 , 10 , -0.891007 , -0.45399 , -1 , -1 , -1.90798 , 8.54601
0.676 , 10 , -0.893841 , -0.448383 , -0.951057 , 1 , -0.456449 , 11.943
0.677 , 10 , -0.896641 , -0.442758 , -0.809017 , -1 , -1.04591 , 9.20586
0.678 , 10 , -0.899405 , -0.437116 , -0.587785 , 1 , -2.02206 , 10.0028
0.679 , 10 , -0.902134 , -0.431456 , -0.309017 , -1 , -0.683955 , 9.05652
0.68 , 10 , -0.904827 , -0.425779 , 5.88353e-15 , 1 , 0.556508 , 11.9823
0.681 , 10 , -0.907484 , -0.420086 , 0.309017 , -1 , -0.426055 , 8.68501
0.682 , 10 , -0.910106 , -0.414376 , 0.587785 , 1 , -0.725996 , 10.1006
0.683 , 10 , -0.912692 , -0.408649 , 0.809017 , -1 , 0.952014 , 9.55165
0.684 , 10 , -0.915241 , -0.402906 , 0.951057 , 1 , 1.3024 , 11.7543
0.685 , 10 , -0.917755 , -0.397148 , 1 , -1 , -0.147259 , 8.24989
0.686 , 10 , -0.920232 , -0.391374 , 0.951057 , 1 , 0.00280723 , 10.4431
0.687 , 10 , -0.922673 , -0.385584 , 0.809017 , -1 , 1.32007 , 9.89664
0.688 , 10 , -0.925077 , -0.379779 , 0.587785 , 1 , 0.52895 , 11.3209
0.689 , 10 , -0.927445 , -0.373959 , 0.309017 , -1 , -1.04603 , 8.01891
0.69 , 10 , -0.929776 , -0.368125 , 4.89707e-15 , 1 , -0.430915 , 10.9372
0.691 , 10 , -0.932071 , -0.362275 , -0.309017 , -1 , 0.32632 , 9.99761
0.692 , 10 , -0.934329 , -0.356412 , -0.587785 , 1 , -1.14391 , 10.8003
0.693 , 10 , -0.93655 , -0.350534 , -0.809017 , -1 , -2.10461 , 8.05494
0.694 , 10 , -0.938734 , -0.344643 , -0.951057 , 1 , -0.847316 , 11.4484
0.695 , 10 , -0.940881 , -0.338738 , -1 , -1 , -0.511657 , 9.82708
0.696 , 10 , -0.942991 , -0.33282 , -0.951057 , 1 , -1.94989 , 10.334
0.697 , 10 , -0.945063 , -0.326888 , -0.809017 , -1 , -1.78774 , 8.34817
0.698 , 10 , -0.947098 , -0.320944 , -0.587785 , 1 , -0.0712008 , 11.8375
0.699 , 10 , -0.949096 , -0.314987 , -0.309017 , -1 , -0.192547 , 9.43146
0.7 , 10 , -0.951057 , -0.309017 , -1.56777e-14 , 1 , -1.26007 , 10.0489
0.701 , 10 , -0.952979 , -0.303035 , 0.309017 , -1 , -0.175224 , 8.81879
0.702 , 10 , -0.954865 , -0.297042 , 0.587785 , 1 , 1.28948 , 11.9987
0.703 , 10 , -0.956712 , -0.291036 , 0.809017 , -1 , 0.43639 , 8.91841
0.704 , 10 , -0.958522 , -0.285019 , 0.951057 , 1 , -0.311231 , 10.0227
0.705 , 10 , -0.960294 , -0.278991 , 1 , -1 , 1.05975 , 9.33874
0.706 , 10 , -0.962028 , -0.272952 , 0.951057 , 1 , 1.56624 , 11.8881
0.707 , 10 , -0.963724 , -0.266902 , 0.809017 , -1 , -0.0303171 , 8.42757
0.708 , 10 , -0.965382 , -0.260842 , 0.587785 , 1 , -0.410569 , 10.2625
0.709 , 10 , -0.967001 , -0.254771 , 0.309017 , -1 , 0.820739 , 9.76649
0.71 , 10 , -0.968583 , -0.24869 , -1.96344e-15 , 1 , 0.287137 , 11.5358
0.711 , 10 , -0.970127 , -0.242599 , -0.309017 , -1 , -1.4591 , 8.09252
0.712 , 10 , -0.971632 , -0.236499 , -0.587785 , 1 , -1.12133 , 10.703
0.713 , 10 , -0.973099 , -0.230389 , -0.809017 , -1 , -0.0537618 , 9.98564
0.714 , 10 , -0.974527 , -0.224271 , -0.951057 , 1 , -1.13764 , 11.0377
0.715 , 10 , -0.975917 , -0.218143 , -1 , -1 , -2.21371 , 8.00444
0.716 , 10 , -0.977268 , -0.212007 , -0.951057 , 1 , -0.938793 , 11.2243
0.717 , 10 , -0.978581 , -0.205863 , -0.809017 , -1 , -0.0783297 , 9.93655
0.718 , 10 , -0.979855 , -0.19971 , -0.587785 , 1 , -1.2582 , 10.5293
0.719 , 10 , -0.981091 , -0.193549 , -0.309017 , -1 , -1.31526 , 8.18731
0.72 , 10 , -0.982287 , -0.187381 , -8.81717e-15 , 1 , 0.497166 , 11.6845
0.721 , 10 , -0.983445 , -0.181206 , 0.309017 , -1 , 0.760381 , 9.63257
0.722 , 10 , -0.984564 , -0.175023 , 0.587785 , 1 , -0.438232 , 10.149
0.723 , 10 , -0.985645 , -0.168833 , 0.809017 , -1 , 0.231534 , 8.59135
0.724 , 10 , -0.986686 , -0.162637 , 0.951057 , 1 , 1.74694 , 11.9585
0.725 , 10 , -0.987688 , -0.156434 , 1 , -1 , 1 , 9.15643
0.726 , 10 , -0.988652 , -0.150226 , 0.951057 , 1 , -0.198853 , 10.0003
0.727 , 10 , -0.989576 , -0.144011 , 0.809017 , -1 , 0.771617 , 9.10661
0.728 , 10 , -0.990461 , -0.13779 , 0.587785 , 1 , 1.42163 , 11.9716
0.729 , 10 , -0.991308 , -0.131564 , 0.309017 , -1 , -0.184823 , 8.63772
0.73 , 10 , -0.992115 , -0.125333 , 1.95978e-14 , 1 , -1.00164 , 10.1237
0.731 , 10 , -0.992883 , -0.119097 , -0.309017 , -1 , 0.164743 , 9.59286
0.732 , 10 , -0.993611 , -0.112856 , -0.587785 , 1 , 0.0196674 , 11.7203
0.733 , 10 , -0.994301 , -0.106611 , -0.809017 , -1 , -1.69802 , 8.21761
0.734 , 10 , -0.994951 , -0.100362 , -0.951057 , 1 , -1.56586 , 10.4856
0.735 , 10 , -0.995562 , -0.0941083 , -1 , -1 , -0.176354 , 9.91775
0.736 , 10 , -0.996134 , -0.0878512 , -0.951057 , 1 , -0.765956 , 11.273
0.737 , 10 , -0.996666 , -0.0815906 , -0.809017 , -1 , -1.88018 , 8.01042
0.738 , 10 , -0.997159 , -0.0753268 , -0.587785 , 1 , -0.675678 , 10.9874
0.739 , 10 , -0.997613 , -0.06906 , -0.309017 , -1 , 0.614806 , 9.99288
0.74 , 10 , -0.998027 , -0.0627905 , -1.95666e-15 , 1 , -0.31148 , 10.7513
0.741 , 10 , -0.998402 , -0.0565185 , 0.309017 , -1 , -0.674947 , 8.07255
0.742 , 10 , -0.998737 , -0.0502443 , 0.587785 , 1 , 1.03027 , 11.4927
0.743 , 10 , -0.999033 , -0.0439681 , 0.809017 , -1 , 1.56284 , 9.79779
0.744 , 10 , -0.999289 , -0.0376902 , 0.951057 , 1 , 0.210716 , 10.2974
0.745 , 10 , -0.999507 , -0.0314108 , 1 , -1 , 0.355682 , 8.38709
0.746 , 10 , -0.999684 , -0.0251301 , 0.951057 , 1 , 1.78985 , 11.8639
0.747 , 10 , -0.999822 , -0.0188484 , 0.809017 , -1 , 1.17575 , 9.38558
0.748 , 10 , -0.999921 , -0.012566 , 0.587785 , 1 , -0.390162 , 10.0346
0.749 , 10 , -0.99998 , -0.00628314 , 0.309017 , -1 , 0.171169 , 8.86844
0.75 , 10 , -1 , -1.83691e-16 , 1.27373e-14 , 1 , 1 , 12
0.751 , 10 , -0.99998 , 0.00628314 , -0.309017 , -1 , -0.434298 , 8.86844
0.752 , 10 , -0.999921 , 0.012566 , -0.587785 , 1 , -1.5406 , 10.0346
0.753 , 10 , -0.999822 , 0.0188484 , -0.809017 , -1 , -0.404585 , 9.38558
0.754 , 10 , -0.999684 , 0.0251301 , -0.951057 , 1 , -0.062003 , 11.8639
0.755 , 10 , -0.999507 , 0.0314108 , -1 , -1 , -1.5815 , 8.38709
0.756 , 10 , -0.999289 , 0.0376902 , -0.951057 , 1 , -1.61602 , 10.2974
0.757 , 10 , -0.999033 , 0.0439681 , -0.809017 , -1 , 0.0327456 , 9.79779
0.758 , 10 , -0.998737 , 0.0502443 , -0.587785 , 1 , -0.0448136 , 11.4927
0.759 , 10 , -0.998402 , 0.0565185 , -0.309017 , -1 , -1.17994 , 8.07255
0.76 , 10 , -0.998027 , 0.0627905 , -2.35179e-14 , 1 , -0.185899 , 10.7513
0.761 , 10 , -0.997613 , 0.06906 , 0.309017 , -1 , 1.37096 , 9.99288
0.762 , 10 , -0.997159 , 0.0753268 , 0.587785 , 1 , 0.650546 , 10.9874
0.763 , 10 , -0.996666 , 0.0815906 , 0.809017 , -1 , -0.0989685 , 8.01042
0.764 , 10 , -0.996134 , 0.0878512 , 0.951057 , 1 , 1.31186 , 11.273
0.765 , 10 , -0.995562 , 0.0941083 , 1 , -1 , 2.01186 , 9.91775
0.766 , 10 , -0.994951 , 0.100362 , 0.951057 , 1 , 0.536979 , 10.4856
0.767 , 10 , -0.994301 , 0.106611 , 0.809017 , -1 , 0.133237 , 8.21761
0.768 , 10 , -0.993611 , 0.112856 , 0.587785 , 1 , 1.42095 , 11.7203
0.769 , 10 , -0.992883 , 0.119097 , 0.309017 , -1 , 1.02097 , 9.59286
0.77 , 10 , -0.992115 , 0.125333 , 5.87676e-15 , 1 , -0.750973 , 10.1237
0.771 , 10 , -0.991308 , 0.131564 , -0.309017 , -1 , -0.539728 , 8.63772
0.772 , 10 , -0.990461 , 0.13779 , -0.587785 , 1 , 0.521637 , 11.9716
0.773 , 10 , -0.989576 , 0.144011 , -0.809017 , -1 , -0.558395 , 9.10661
0.774 , 10 , -0.988652 , 0.150226 , -0.951057 , 1 , -1.80052 , 10.0003
0.775 , 10 , -0.987688 , 0.156434 , -1 , -1 , -0.687131 , 9.15643
0.776 , 10 , -0.986686 , 0.162637 , -0.951057 , 1 , 0.170102 , 11.9585
0.777 , 10 , -0.985645 , 0.168833 , -0.809017 , -1 , -1.04883 , 8.59135
0.778 , 10 , -0.984564 , 0.175023 , -0.587785 , 1 , -1.26376 , 10.149
0.779 , 10 , -0.983445 , 0.181206 , -0.309017 , -1 , 0.504759 , 9.63257
0.78 , 10 , -0.982287 , 0.187381 , -1.66574e-14 , 1 , 0.871928 , 11.6845
0.781 , 10 , -0.981091 , 0.193549 , 0.309017 , -1 , -0.310128 , 8.18731
0.782 , 10 , -0.979855 , 0.19971 , 0.587785 , 1 , 0.316791 , 10.5293
0.783 , 10 , -0.978581 , 0.205863 , 0.809017 , -1 , 1.95143 , 9.93655
0.784 , 10 , -0.977268 , 0.212007 , 0.951057 , 1 , 1.38733 , 11.2243
0.785 , 10 , -0.975917 , 0.218143 , 1 , -1 , 0.222581 , 8.00444
0.786 , 10 , -0.974527 , 0.224271 , 0.951057 , 1 , 1.21302 , 11.0377
0.787 , 10 , -0.973099 , 0.230389 , 0.809017 , -1 , 2.02505 , 9.98564
0.788 , 10 , -0.971632 , 0.236499 , 0.587785 , 1 , 0.527243 , 10.703
0.789 , 10 , -0.970127 , 0.242599 , 0.309017 , -1 , -0.355868 , 8.09252
0.79 , 10 , -0.968583 , 0.24869 , -9.83751e-16 , 1 , 0.784517 , 11.5358
0.791 , 10 , -0.967001 , 0.254771 , -0.309017 , -1 , 0.712247 , 9.76649
0.792 , 10 , -0.965382 , 0.260842 , -0.587785 , 1 , -1.06446 , 10.2625
0.793 , 10 , -0.963724 , 0.266902 , -0.809017 , -1 , -1.11455 , 8.42757
0.794 , 10 , -0.962028 , 0.272952 , -0.951057 , 1 , 0.210032 , 11.8881
0.795 , 10 , -0.960294 , 0.278991 , -1 , -1 , -0.382271 , 9.33874
0.796 , 10 , -0.958522 , 0.285019 , -0.951057 , 1 , -1.64331 , 10.0227
0.797 , 10 , -0.956712 , 0.291036 , -0.809017 , -1 , -0.599571 , 8.91841
0.798 , 10 , -0.954865 , 0.297042 , -0.587785 , 1 , 0.707993 , 11.9987
0.799 , 10 , -0.952979 , 0.303035 , -0.309017 , -1 , -0.187187 , 8.81879
0.8 , 10 , -0.951057 , 0.309017 , -9.79685e-15 , 1 , -0.64204 , 10.0489
0.801 , 10 , -0.949096 , 0.314987 , 0.309017 , -1 , 1.05546 , 9.43146
0.802 , 10 , -0.947098 , 0.320944 , 0.587785 , 1 , 1.74626 , 11.8375
0.803 , 10 , -0.945063 , 0.326888 , 0.809017 , -1 , 0.484071 , 8.34817
0.804 , 10 , -0.942991 , 0.33282 , 0.951057 , 1 , 0.617864 , 10.334
0.805 , 10 , -0.940881 , 0.338738 , 1 , -1 , 2.16582 , 9.82708
0.806 , 10 , -0.938734 , 0.344643 , 0.951057 , 1 , 1.74408 , 11.4484
0.807 , 10 , -0.93655 , 0.350534 , 0.809017 , -1 , 0.214488 , 8.05494
0.808 , 10 , -0.934329 , 0.356412 , 0.587785 , 1 , 0.744487 , 10.8003
0.809 , 10 , -0.932071 , 0.362275 , 0.309017 , -1 , 1.6689 , 9.99761
0.81 , 10 , -0.929776 , 0.368125 , 2.05775e-14 , 1 , 0.305334 , 10.9372
0.811 , 10 , -0.927445 , 0.373959 , -0.309017 , -1 , -0.916148 , 8.01891
0.812 , 10 , -0.925077 , 0.379779 , -0.587785 , 1 , 0.112937 , 11.3209
0.813 , 10 , -0.922673 , 0.385584 , -0.809017 , -1 , 0.473208 , 9.89664
0.814 , 10 , -0.920232 , 0.391374 , -0.951057 , 1 , -1.11656 , 10.4431
0.815 , 10 , -0.917755 , 0.397148 , -1 , -1 , -1.35296 , 8.24989
0.816 , 10 , -0.915241 , 0.402906 , -0.951057 , 1 , 0.206101 , 11.7543
0.817 , 10 , -0.912692 , 0.408649 , -0.809017 , -1 , 0.151278 , 9.55165
0.818 , 10 , -0.910106 , 0.414376 , -0.587785 , 1 , -1.07281 , 10.1006
0.819 , 10 , -0.907484 , 0.420086 , -0.309017 , -1 , -0.203918 , 8.68501
0.82 , 10 , -0.904827 , 0.425779 , -3.13581e-14 , 1 , 1.40807 , 11.9823
0.821 , 10 , -0.902134 , 0.431456 , 0.309017 , -1 , 0.796992 , 9.05652
0.822 , 10 , -0.899405 , 0.437116 , 0.587785 , 1 , 0.0277421 , 10.0028
0.823 , 10 , -0.896641 , 0.442758 , 0.809017 , -1 , 1.45764 , 9.20586
0.824 , 10 , -0.893841 , 0.448383 , 0.951057 , 1 , 2.34243 , 11.943
0.825 , 10 , -0.891007 , 0.45399 , 1 , -1 , 1 , 8.54601
0.826 , 10 , -0.888136 , 0.45958 , 0.951057 , 1 , 0.587104 , 10.1765
0.827 , 10 , -0.885231 , 0.465151 , 0.809017 , -1 , 1.94485 , 9.67069
0.828 , 10 , -0.882291 , 0.470704 , 0.587785 , 1 , 1.70555 , 11.6471
0.829 , 10 , -0.879316 , 0.476238 , 0.309017 , -1 , -0.0556894 , 8.15906
0.83 , 10 , -0.876307 , 0.481754 , -1.47048e-14 , 1 , 0.0559744 , 10.5742
0.831 , 10 , -0.873262 , 0.48725 , -0.309017 , -1 , 1.13121 , 9.95298
0.832 , 10 , -0.870184 , 0.492727 , -0.587785 , 1 , 0.0799651 , 11.175
0.833 , 10 , -0.867071 , 0.498185 , -0.809017 , -1 , -1.30986 , 8.00097
0.834 , 10 , -0.863923 , 0.503623 , -0.951057 , 1 , -0.359582 , 11.0879
0.835 , 10 , -0.860742 , 0.509041 , -1 , -1 , 0.484958 , 9.97592
0.836 , 10 , -0.857527 , 0.51444 , -0.951057 , 1 , -0.78126 , 10.6554
0.837 , 10 , -0.854277 , 0.519817 , -0.809017 , -1 , -1.17443 , 8.11477
0.838 , 10 , -0.850994 , 0.525175 , -0.587785 , 1 , 0.514962 , 11.5776
0.839 , 10 , -0.847678 , 0.530511 , -0.309017 , -1 , 0.95475 , 9.73326
0.84 , 10 , -0.844328 , 0.535827 , 3.92416e-15 , 1 , -0.234686 , 10.2295
0.841 , 10 , -0.840945 , 0.541121 , 0.309017 , -1 , 0.319627 , 8.46949
0.842 , 10 , -0.837528 , 0.546394 , 0.587785 , 1 , 2.04429 , 11.9101
0.843 , 10 , -0.834078 , 0.551646 , 0.809017 , -1 , 1.6517 , 9.29104
0.844 , 10 , -0.830596 , 0.556876 , 0.951057 , 1 , 0.521246 , 10.0133
0.845 , 10 , -0.827081 , 0.562083 , 1 , -1 , 1.53067 , 8.96859
0.846 , 10 , -0.823533 , 0.567269 , 0.951057 , 1 , 2.51328 , 11.995
0.847 , 10 , -0.819952 , 0.572432 , 0.809017 , -1 , 1.15106 , 8.76961
0.848 , 10 , -0.816339 , 0.577573 , 0.587785 , 1 , 0.231029 , 10.0657
0.849 , 10 , -0.812694 , 0.58269 , 0.309017 , -1 , 1.36795 , 9.47624
0.85 , 10 , -0.809017 , 0.587785 , 6.85644e-15 , 1 , 1.3968 , 11.809
0.851 , 10 , -0.805308 , 0.592857 , -0.309017 , -1 , -0.405274 , 8.31089
0.852 , 10 , -0.801567 , 0.597905 , -0.587785 , 1 , -0.617572 , 10.3723
0.853 , 10 , -0.797794 , 0.60293 , -0.809017 , -1 , 0.64819 , 9.85428
0.854 , 10 , -0.79399 , 0.60793 , -0.951057 , 1 , 0.0597802 , 11.4029
0.855 , 10 , -0.790155 , 0.612907 , -1 , -1 , -1.34739 , 8.03971
0.856 , 10 , -0.786288 , 0.61786 , -0.951057 , 1 , -0.483422 , 10.8498
0.857 , 10 , -0.782391 , 0.622788 , -0.809017 , -1 , 0.813593 , 9.99982
0.858 , 10 , -0.778462 , 0.627691 , -0.587785 , 1 , -0.0729503 , 10.8871
0.859 , 10 , -0.774503 , 0.63257 , -0.309017 , -1 , -0.646573 , 8.02987
0.86 , 10 , -0.770513 , 0.637424 , -1.7637e-14 , 1 , 1.00555 , 11.3681
0.861 , 10 , -0.766493 , 0.642253 , 0.309017 , -1 , 1.82453 , 9.87326
0.862 , 10 , -0.762443 , 0.647056 , 0.587785 , 1 , 0.636936 , 10.4021
0.863 , 10 , -0.758362 , 0.651834 , 0.809017 , -1 , 0.744914 , 8.28406
0.864 , 10 , -0.754251 , 0.656586 , 0.951057 , 1 , 2.39393 , 11.7863
0.865 , 10 , -0.750111 , 0.661312 , 1 , -1 , 2.17035 , 9.50904
0.866 , 10 , -0.745941 , 0.666012 , 0.951057 , 1 , 0.696837 , 10.0798
0.867 , 10 , -0.741742 , 0.670686 , 0.809017 , -1 , 1.2128 , 8.7331
0.868 , 10 , -0.737513 , 0.675333 , 0.587785 , 1 , 2.25358 , 11.9905
0.869 , 10 , -0.733255 , 0.679953 , 0.309017 , -1 , 0.995254 , 9.00628
0.87 , 10 , -0.728969 , 0.684547 , 2.84176e-14 , 1 , -0.307568 , 10.0079
0.871 , 10 , -0.724653 , 0.689114 , -0.309017 , -1 , 0.634868 , 9.25477
0.872 , 10 , -0.720309 , 0.693653 , -0.587785 , 1 , 1.03095 , 11.9251
0.873 , 10 , -0.715936 , 0.698165 , -0.809017 , -1 , -0.609037 , 8.50181
0.874 , 10 , -0.711536 , 0.70265 , -0.951057 , 1 , -1.0424 , 10.206
0.875 , 10 , -0.707107 , 0.707107 , -1 , -1 , 0.414214 , 9.70711
0.876 , 10 , -0.70265 , 0.711536 , -0.951057 , 1 , 0.368409 , 11.6079
0.877 , 10 , -0.698165 , 0.715936 , -0.809017 , -1 , -0.960151 , 8.13293
0.878 , 10 , -0.693653 , 0.720309 , -0.587785 , 1 , -0.247255 , 10.6202
0.879 , 10 , -0.689114 , 0.724653 , -0.309017 , -1 , 1.38264 , 9.967
0.88 , 10 , -0.684547 , 0.728969 , -3.91982e-14 , 1 , 0.854302 , 11.1253
0.881 , 10 , -0.679953 , 0.733255 , 0.309017 , -1 , 0.0422921 , 8.00002
0.882 , 10 , -0.675333 , 0.737513 , 0.587785 , 1 , 1.46309 , 11.1378
