"step","time(sec)","fundamental","waveform","sawtooth","square","random"
928,0.0210431,-0.769965,-0.430239,0.635,0,0.482404
929,0.0210658,-0.789627,-0.46328,0.64,0,0.973708
930,0.0210884,-0.80851,-0.495696,0.645,0,0.50042
931,0.0211111,-0.826595,-0.525666,0.65,0,0.993331
932,0.0211338,-0.843865,-0.551602,0.655,0,0.689984
933,0.0211565,-0.860302,-0.572325,0.66,0,0.410709
934,0.0211791,-0.875889,-0.587198,0.665,0,0.514398
935,0.0212018,-0.890613,-0.596205,0.67,0,0.533514
936,0.0212245,-0.904457,-0.599961,0.675,0,0.259542
937,0.0212472,-0.917409,-0.599662,0.68,0,0.608664
938,0.0212698,-0.929456,-0.596963,0.685,0,0.233166
939,0.0212925,-0.940586,-0.593816,0.69,0,0.197906
940,0.0213152,-0.950787,-0.592261,0.695,0,0.598822
941,0.0213379,-0.96005,-0.594214,0.7,0,0.530304
942,0.0213605,-0.968366,-0.601253,0.705,0,0.499389
943,0.0213832,-0.975726,-0.614447,0.71,0,0.26229
944,0.0214059,-0.982123,-0.634222,0.715,0,0.906531
945,0.0214286,-0.987551,-0.660307,0.72,0,0.455842
946,0.0214512,-0.992004,-0.691739,0.725,0,0.487988
947,0.0214739,-0.995479,-0.726949,0.73,0,0.997549
948,0.0214966,-0.997971,-0.763917,0.735,0,0.715533
949,0.0215193,-0.999479,-0.800375,0.74,0,0.73364
950,0.021542,-1,-0.834038,0.745,0,0.762306
951,0.0215646,-0.999534,-0.862859,0.75,0,0.98572
952,0.0215873,-0.998082,-0.885245,0.755,0,0.603037
953,0.02161,-0.995645,-0.900251,0.76,0,0.282671
954,0.0216327,-0.992225,-0.907699,0.765,0,0.697737
955,0.0216553,-0.987826,-0.908223,0.77,0,0.047575
956,0.021678,-0.982453,-0.903233,0.775,0,0.9575
957,0.0217007,-0.97611,-0.894787,0.78,0,0.632635
958,0.0217234,-0.968804,-0.885401,0.785,0,0.841242
959,0.021746,-0.960541,-0.87779,0.79,0,0.560076
960,0.0217687,-0.951331,-0.874592,0.795,0,0.240699
961,0.0217914,-0.941182,-0.878076,0.8,0,0.482625
962,0.0218141,-0.930104,-0.889887,0.805,0,0.637831
963,0.0218367,-0.918109,-0.910841,0.81,0,0.2889
964,0.0218594,-0.905207,-0.9408,0.815,0,0.901385
965,0.0218821,-0.891412,-0.978641,0.82,0,0.758738
966,0.0219048,-0.876738,-1.02233,0.825,0,0.0554182
967,0.0219274,-0.861198,-1.06908,0.83,0,0.273633
968,0.0219501,-0.844808,-1.11564,0.835,0,0.938958
969,0.0219728,-0.827585,-1.15858,0.84,0,0.304971
970,0.0219955,-0.809545,-1.19466,0.845,0,0.979111
971,0.0220181,-0.790706,-1.22119,0.85,0,0.772463
972,0.0220408,-0.771087,-1.23635,0.855,0,0.988979
973,0.0220635,-0.750707,-1.23945,0.86,0,0.950884
974,0.0220862,-0.729586,-1.23102,0.865,0,0.91622
975,0.0221088,-0.707745,-1.21291,0.87,0,0.314906
976,0.0221315,-0.685206,-1.18816,0.875,0,0.124164
977,0.0221542,-0.661991,-1.16077,0.88,0,0.439195
978,0.0221769,-0.638122,-1.13534,0.885,0,0.764922
979,0.0221995,-0.613624,-1.11667,0.89,0,0.94103
980,0.0222222,-0.58852,-1.10926,0.895,0,0.800142
981,0.0222449,-0.562835,-1.11685,0.9,0,0.578271
982,0.0222676,-0.536595,-1.14192,0.905,0,0.488683
983,0.0222902,-0.509825,-1.18533,0.91,0,0.15525
984,0.0223129,-0.482552,-1.2461,0.915,0,0.842841
985,0.0223356,-0.454803,-1.32124,0.92,0,0.886061
986,0.0223583,-0.426606,-1.40588,0.925,0,0.206628
987,0.022381,-0.397987,-1.49342,0.93,0,0.0457906
988,0.0224036,-0.368976,-1.57598,0.935,0,0.755722
989,0.0224263,-0.3396,-1.64489,0.94,0,0.0141233
990,0.022449,-0.309889,-1.69131,0.945,0,0.0162207
991,0.0224717,-0.279873,-1.7069,0.95,0,0.871661
992,0.0224943,-0.24958,-1.68449,0.955,0,0.00292388
993,0.022517,-0.219041,-1.61866,0.96,0,0.200134
994,0.0225397,-0.188286,-1.50627,0.965,0,0.347756
995,0.0225624,-0.157345,-1.34677,0.97,0,0.797247
996,0.022585,-0.126249,-1.14237,0.975,0,0.221386
997,0.0226077,-0.0950279,-0.898023,0.98,0,0.898689
998,0.0226304,-0.0637134,-0.621156,0.985,0,0.180653
999,0.0226531,-0.0323359,-0.321252,0.99,0,0.388543
1000,0.0226757,-0.000926536,-0.00926531,0.995,0,0.856164
1001,0.0226984,0.0304837,0.303072,0,1,0.495284
1002,0.0227211,0.0618639,0.604004,0.005,1,0.744342
1003,0.0227438,0.0931831,0.88251,0.01,1,0.218509
1004,0.0227664,0.12441,1.129,0.015,1,0.92955
1005,0.0227891,0.155515,1.33592,0.02,1,0.831828
1006,0.0228118,0.186466,1.49816,0.025,1,0.215389
1007,0.0228345,0.217233,1.61334,0.03,1,0.74562
1008,0.0228571,0.247785,1.68185,0.035,1,0.902167
1009,0.0228798,0.278093,1.7067,0.04,1,0.197122
1010,0.0229025,0.308127,1.69316,0.045,1,0.947305
1011,0.0229252,0.337856,1.64833,0.05,1,0.446252
1012,0.0229478,0.367253,1.58051,0.055,1,0.672953
1013,0.0229705,0.396286,1.49851,0.06,1,0.546598
1014,0.0229932,0.424929,1.41103,0.065,1,0.637041
1015,0.0230159,0.453152,1.32603,0.07,1,0.132375
1016,0.0230385,0.480929,1.25017,0.075,1,0.751836
1017,0.0230612,0.50823,1.18845,0.08,1,0.482776
1018,0.0230839,0.53503,1.14397,0.085,1,0.23232
1019,0.0231066,0.561302,1.11783,0.09,1,0.737061
1020,0.0231293,0.58702,1.10926,0.095,1,0.251353
1021,0.0231519,0.612159,1.11588,0.1,1,0.512702
1022,0.0231746,0.636694,1.134,0.105,1,0.398764
1023,0.0231973,0.660601,1.15917,0.11,1,0.237243
1024,0.02322,0.683855,1.18658,0.115,1,0.0978384
1025,0.0232426,0.706435,1.2116,0.12,1,0.235261
1026,0.0232653,0.728318,1.23019,0.125,1,0.329454
1027,0.023288,0.749481,1.23926,0.13,1,0.201964
1028,0.0233107,0.769906,1.23687,0.135,1,0.365765
1029,0.0233333,0.78957,1.22241,0.14,1,0.465438
1030,0.023356,0.808456,1.19651,0.145,1,0.197431
1031,0.0233787,0.826543,1.16093,0.15,1,0.193591
1032,0.0234014,0.843815,1.11831,0.155,1,0.45835
1033,0.023424,0.860254,1.07187,0.16,1,0.20728
1034,0.0234467,0.875845,1.02503,0.165,1,0.821685
1035,0.0234694,0.890571,0.98108,0.17,1,0.882606
1036,0.0234921,0.904418,0.942829,0.175,1,0.955044
1037,0.0235147,0.917373,0.912365,0.18,1,0.534534
1038,0.0235374,0.929422,0.890866,0.185,1,0.934078
1039,0.0235601,0.940554,0.878529,0.19,1,0.684847
1040,0.0235828,0.950758,0.874592,0.195,1,0.911302
1041,0.0236054,0.960024,0.877455,0.2,1,0.241973
1042,0.0236281,0.968343,0.884876,0.205,1,0.93703
1043,0.0236508,0.975705,0.894234,0.21,1,0.578295
1044,0.0236735,0.982106,0.902807,0.215,1,0.856307
1045,0.0236961,0.987536,0.908064,0.22,1,0.475482
1046,0.0237188,0.991993,0.907911,0.225,1,0.46646
1047,0.0237415,0.99547,0.900898,0.23,1,0.0263407
1048,0.0237642,0.997965,0.886341,0.235,1,0.629318
1049,0.0237868,0.999476,0.864371,0.24,1,0.259359
1050,0.0238095,1,0.835891,0.245,1,0.0169086
1051,0.0238322,0.999537,0.80246,0.25,1,0.463416
1052,0.0238549,0.998087,0.766105,0.255,1,0.0657317
1053,0.0238776,0.995653,0.729102,0.26,1,0.184201
1054,0.0239002,0.992237,0.693729,0.265,1,0.542043
1055,0.0239229,0.987841,0.662026,0.27,1,0.392792
1056,0.0239456,0.98247,0.635592,0.275,1,0.256002
1057,0.0239683,0.97613,0.61543,0.28,1,0.887273
1058,0.0239909,0.968826,0.601853,0.285,1,0.623381
1059,0.0240136,0.960567,0.594475,0.29,1,0.12039
1060,0.0240363,0.95136,0.592261,0.295,1,0.75356
1061,0.024059,0.941213,0.59366,0.3,1,0.144018
1062,0.0240816,0.930138,0.59677,0.305,1,0.33739
1063,0.0241043,0.918145,0.599551,0.31,1,0.976086
1064,0.024127,0.905246,0.600042,0.315,1,0.733735
1065,0.0241497,0.891454,0.596563,0.32,1,0.97855
1066,0.0241723,0.876782,0.587889,0.325,1,0.552225
1067,0.024195,0.861245,0.573368,0.33,1,0.089453
1068,0.0242177,0.844858,0.552978,0.335,1,0.958928
1069,0.0242404,0.827637,0.527322,0.34,1,0.508443
1070,0.024263,0.809599,0.497549,0.345,1,0.0806178
1071,0.0242857,0.790763,0.465228,0.35,1,0.375778
1072,0.0243084,0.771146,0.432172,0.355,1,0.104196
1073,0.0243311,0.750768,0.400244,0.36,1,0.323721
1074,0.0243537,0.729649,0.371161,0.365,1,0.312053
1075,0.0243764,0.707811,0.346313,0.37,1,0.269853
1076,0.0243991,0.685274,0.326621,0.375,1,0.94208
1077,0.0244218,0.66206,0.312445,0.38,1,0.211517
1078,0.0244444,0.638193,0.303555,0.385,1,0.874525
1079,0.0244671,0.613697,0.299161,0.39,1,0.349467
1080,0.0244898,0.588595,0.298002,0.395,1,0.696772
1081,0.0245125,0.562911,0.298488,0.4,1,0.0780671
1082,0.0245351,0.536673,0.298868,0.405,1,0.875186
1083,0.0245578,0.509905,0.297422,0.41,1,0.0160017
1084,0.0245805,0.482634,0.292636,0.415,1,0.766393
1085,0.0246032,0.454886,0.28337,0.42,1,0.0134112
1086,0.0246259,0.42669,0.268967,0.425,1,0.509807
1087,0.0246485,0.398072,0.249325,0.43,1,0.968757
1088,0.0246712,0.369062,0.224901,0.435,1,0.944292
1089,0.0246939,0.339687,0.19666,0.44,1,0.211855
1090,0.0247166,0.309977,0.165969,0.445,1,0.504262
1091,0.0247392,0.279962,0.134448,0.45,1,0.963847
1092,0.0247619,0.24967,0.103798,0.455,1,0.766714
1093,0.0247846,0.219131,0.0756214,0.46,1,0.409273
1094,0.0248073,0.188377,0.0512466,0.465,1,0.765022
1095,0.0248299,0.157436,0.0315926,0.47,1,0.793285
1096,0.0248526,0.126341,0.0170708,0.475,1,0.743148
1097,0.0248753,0.0951202,0.00754207,0.48,1,0.453483
1098,0.024898,0.0638058,0.00233358,0.485,1,0.737449
1099,0.0249206,0.0324285,0.000310978,0.49,1,0.383657
1100,0.0249433,0.00101919,9.70453e-09,0.495,1,0.294652
1101,0.024966,-0.0303911,-0.000256133,0.5,0,0.844056
1102,0.0249887,-0.0617715,-0.0021201,0.505,0,0.516869
1103,0.0250113,-0.0930908,-0.00708308,0.51,0,0.668615
1104,0.025034,-0.124318,-0.0163056,0.515,0,0.262429
1105,0.0250567,-0.155423,-0.0304933,0.52,0,0.217157
1106,0.0250794,-0.186375,-0.0498209,0.525,0,0.293298
1107,0.025102,-0.217142,-0.0739122,0.53,0,0.27983
1108,0.0251247,-0.247695,-0.101879,0.535,0,0.799376
1109,0.0251474,-0.278004,-0.132414,0.54,0,0.0952524
1110,0.0251701,-0.308039,-0.16393,0.545,0,0.985698
1111,0.0251927,-0.337769,-0.194726,0.55,0,0.275436
1112,0.0252154,-0.367166,-0.223171,0.555,0,0.945391
1113,0.0252381,-0.396201,-0.247877,0.56,0,0.0402328
1114,0.0252608,-0.424845,-0.267849,0.565,0,0.154736
1115,0.0252834,-0.45307,-0.282595,0.57,0,0.505488
1116,0.0253061,-0.480847,-0.292181,0.575,0,0.98841
1117,0.0253288,-0.50815,-0.297227,0.58,0,0.77229
1118,0.0253515,-0.534952,-0.298848,0.585,0,0.288813
1119,0.0253741,-0.561226,-0.298535,0.59,0,0.835921
1120,0.0253968,-0.586945,-0.298002,0.595,0,0.830401
1121,0.0254195,-0.612086,-0.299003,0.6,0,0.739668
1122,0.0254422,-0.636623,-0.303145,0.605,0,0.544165
1123,0.0254649,-0.660531,-0.311714,0.61,0,0.252117
1124,0.0254875,-0.683788,-0.325533,0.615,0,0.472797
1125,0.0255102,-0.706369,-0.344872,0.62,0,0.796718
1126,0.0255329,-0.728254,-0.369408,0.625,0,0.568229
1127,0.0255556,-0.74942,-0.398254,0.63,0,0.165053
1128,0.0255782,-0.769847,-0.430046,0.635,0,0.526
1129,0.0256009,-0.789513,-0.463085,0.64,0,0.902725
1130,0.0256236,-0.808401,-0.495511,0.645,0,0.00979091
1131,0.0256463,-0.826491,-0.5255,0.65,0,0.466192
1132,0.0256689,-0.843765,-0.551463,0.655,0,0.0405184
1133,0.0256916,-0.860207,-0.572219,0.66,0,0.346226
1134,0.0257143,-0.8758,-0.587128,0.665,0,0.816806
1135,0.025737,-0.890529,-0.596168,0.67,0,0.300564
1136,0.0257596,-0.904378,-0.599953,0.675,0,0.912239
1137,0.0257823,-0.917336,-0.599672,0.68,0,0.779323
1138,0.025805,-0.929388,-0.596982,0.685,0,0.505122
1139,0.0258277,-0.940523,-0.593832,0.69,0,0.878146
1140,0.0258503,-0.95073,-0.592262,0.695,0,0.401613
1141,0.025873,-0.959998,-0.594189,0.7,0,0.254942
1142,0.0258957,-0.968319,-0.601194,0.705,0,0.191224
1143,0.0259184,-0.975685,-0.61435,0.71,0,0.424555
1144,0.025941,-0.982088,-0.634087,0.715,0,0.908331
1145,0.0259637,-0.987522,-0.660137,0.72,0,0.992025
1146,0.0259864,-0.991981,-0.691541,0.725,0,0.768773
1147,0.0260091,-0.995461,-0.726734,0.73,0,0.142517
1148,0.0260317,-0.997959,-0.763699,0.735,0,0.41957
1149,0.0260544,-0.999473,-0.800166,0.74,0,0.127121
1150,0.0260771,-0.999999,-0.833852,0.745,0,0.131955
1151,0.0260998,-0.999539,-0.862706,0.75,0,0.618258
1152,0.0261224,-0.998093,-0.885134,0.755,0,0.503641
1153,0.0261451,-0.995662,-0.900185,0.76,0,0.853978
1154,0.0261678,-0.992248,-0.907676,0.765,0,0.711941
1155,0.0261905,-0.987855,-0.908238,0.77,0,0.607072
1156,0.0262132,-0.982487,-0.903275,0.775,0,0.53471
1157,0.0262358,-0.97615,-0.894843,0.78,0,0.201801
1158,0.0262585,-0.968849,-0.885454,0.785,0,0.974899
1159,0.0262812,-0.960593,-0.877825,0.79,0,0.423222
1160,0.0263039,-0.951388,-0.874593,0.795,0,0.319521
1161,0.0263265,-0.941245,-0.878032,0.8,0,0.705376
1162,0.0263492,-0.930172,-0.889791,0.805,0,0.652737
1163,0.0263719,-0.918182,-0.91069,0.81,0,0.611255
1164,0.0263946,-0.905286,-0.940599,0.815,0,0.197045
1165,0.0264172,-0.891496,-0.978399,0.82,0,0.0521731
1166,0.0264399,-0.876827,-1.02206,0.825,0,0.466512
1167,0.0264626,-0.861292,-1.0688,0.83,0,0.789905
1168,0.0264853,-0.844907,-1.11537,0.835,0,0.598293
1169,0.0265079,-0.827689,-1.15834,0.84,0,0.757354
1170,0.0265306,-0.809654,-1.19447,0.845,0,0.942135
1171,0.0265533,-0.79082,-1.22106,0.85,0,0.265579
1172,0.026576,-0.771205,-1.2363,0.855,0,0.749761
1173,0.0265986,-0.750829,-1.23946,0.86,0,0.326713
1174,0.0266213,-0.729713,-1.2311,0.865,0,0.196549
1175,0.026644,-0.707876,-1.21304,0.87,0,0.0612426
1176,0.0266667,-0.685341,-1.18832,0.875,0,0.221029
1177,0.0266893,-0.662129,-1.16093,0.88,0,0.616481
1178,0.026712,-0.638265,-1.13547,0.885,0,0.475519
1179,0.0267347,-0.61377,-1.11675,0.89,0,0.705996
1180,0.0267574,-0.588669,-1.10927,0.895,0,0.341206
1181,0.02678,-0.562988,-1.11676,0.9,0,0.253268
1182,0.0268027,-0.536751,-1.14172,0.905,0,0.697485
1183,0.0268254,-0.509985,-1.18502,0.91,0,0.430809
1184,0.0268481,-0.482715,-1.24569,0.915,0,0.614739
1185,0.0268707,-0.454969,-1.32077,0.92,0,0.94462
1186,0.0268934,-0.426773,-1.40536,0.925,0,0.495905
1187,0.0269161,-0.398157,-1.49291,0.93,0,0.127142
1188,0.0269388,-0.369148,-1.57552,0.935,0,0.0825529
1189,0.0269615,-0.339774,-1.64454,0.94,0,0.390646
1190,0.0269841,-0.310065,-1.69112,0.945,0,0.576031
1191,0.0270068,-0.280051,-1.70691,0.95,0,0.0219269
1192,0.0270295,-0.249759,-1.68474,0.955,0,0.222894
1193,0.0270522,-0.219222,-1.61919,0.96,0,0.593092
1194,0.0270748,-0.188468,-1.50707,0.965,0,0.885189
1195,0.0270975,-0.157528,-1.34784,0.97,0,0.444106
1196,0.0271202,-0.126433,-1.1437,0.975,0,0.944229
1197,0.0271429,-0.0952124,-0.899568,0.98,0,0.545399
1198,0.0271655,-0.0638983,-0.622867,0.985,0,0.63487
1199,0.0271882,-0.0325211,-0.323068,0.99,0,0.325805
1200,0.0272109,-0.00111184,-0.0111183,0.995,0,0.30752
1201,0.0272336,0.0302985,0.301251,0,1,0.811595
1202,0.0272562,0.061679,0.602284,0.005,1,0.564533
1203,0.0272789,0.0929986,0.880952,0.01,1,0.12839
1204,0.0273016,0.124226,1.12766,0.015,1,0.214182
1205,0.0273243,0.155332,1.33483,0.02,1,0.515511
1206,0.0273469,0.186284,1.49734,0.025,1,0.422975
1207,0.0273696,0.217052,1.6128,0.03,1,0.54251
1208,0.0273923,0.247606,1.68158,0.035,1,0.574621
1209,0.027415,0.277915,1.70667,0.04,1,0.678349
1210,0.0274376,0.307951,1.69334,0.045,1,0.768296
1211,0.0274603,0.337682,1.64867,0.05,1,0.980444
1212,0.027483,0.36708,1.58096,0.055,1,0.0529784
1213,0.0275057,0.396116,1.49902,0.06,1,0.773436
1214,0.0275283,0.424761,1.41155,0.065,1,0.356522
1215,0.027551,0.452987,1.32651,0.07,1,0.227063
1216,0.0275737,0.480766,1.25058,0.075,1,0.686051
1217,0.0275964,0.508071,1.18877,0.08,1,0.868946
1218,0.027619,0.534874,1.14418,0.085,1,0.11186
1219,0.0276417,0.561149,1.11793,0.09,1,0.836509
1220,0.0276644,0.58687,1.10927,0.095,1,0.530942
1221,0.0276871,0.612013,1.1158,0.1,1,0.780337
1222,0.0277098,0.636551,1.13387,0.105,1,0.0872329
1223,0.0277324,0.660461,1.15901,0.11,1,0.282603
1224,0.0277551,0.68372,1.18642,0.115,1,0.166222
1225,0.0277778,0.706304,1.21147,0.12,1,0.214685
1226,0.0278005,0.728191,1.23011,0.125,1,0.479611
1227,0.0278231,0.749359,1.23923,0.13,1,0.768821
1228,0.0278458,0.769787,1.23692,0.135,1,0.405195
1229,0.0278685,0.789457,1.22253,0.14,1,0.662351
1230,0.0278912,0.808347,1.19669,0.145,1,0.971238
1231,0.0279138,0.826439,1.16116,0.15,1,0.634964
1232,0.0279365,0.843716,1.11857,0.155,1,0.929443
1233,0.0279592,0.86016,1.07215,0.16,1,0.396284
1234,0.0279819,0.875755,1.0253,0.165,1,0.0892824
1235,0.0280045,0.890486,0.981325,0.17,1,0.990715
1236,0.0280272,0.904339,0.943034,0.175,1,0.397361
1237,0.0280499,0.917299,0.912519,0.18,1,0.228586
1238,0.0280726,0.929354,0.890965,0.185,1,0.548546
1239,0.0280952,0.940491,0.878576,0.19,1,0.851756
1240,0.0281179,0.950701,0.874594,0.195,1,0.585826
1241,0.0281406,0.959972,0.877422,0.2,1,0.635599
1242,0.0281633,0.968296,0.884824,0.205,1,0.115751
1243,0.0281859,0.975665,0.894178,0.21,1,0.301557
1244,0.0282086,0.982071,0.902764,0.215,1,0.580594
1245,0.0282313,0.987507,0.908047,0.22,1,0.283771
1246,0.028254,0.991969,0.907931,0.225,1,0.23312
1247,0.0282766,0.995453,0.900961,0.23,1,0.569084
1248,0.0282993,0.997953,0.886449,0.235,1,0.34736
1249,0.028322,0.99947,0.86452,0.24,1,0.619042
1250,0.0283447,0.999999,0.836075,0.245,1,0.037665
1251,0.0283673,0.999542,0.802668,0.25,1,0.76965
1252,0.02839,0.998099,0.766324,0.255,1,0.229008
1253,0.0284127,0.995671,0.729318,0.26,1,0.717881
1254,0.0284354,0.99226,0.693929,0.265,1,0.991552
1255,0.028458,0.98787,0.662199,0.27,1,0.0792358
1256,0.0284807,0.982505,0.635731,0.275,1,0.450348
1257,0.0285034,0.97617,0.615529,0.28,1,0.989484
1258,0.0285261,0.968872,0.601914,0.285,1,0.0945528
1259,0.0285488,0.960618,0.594502,0.29,1,0.357068
1260,0.0285714,0.951417,0.592262,0.295,1,0.713311
1261,0.0285941,0.941276,0.593645,0.3,1,0.951346
1262,0.0286168,0.930206,0.59675,0.305,1,0.305311
1263,0.0286395,0.918219,0.599539,0.31,1,0.671331
1264,0.0286621,0.905325,0.600049,0.315,1,0.0375364
1265,0.0286848,0.891538,0.596598,0.32,1,0.819867
1266,0.0287075,0.876871,0.587957,0.325,1,0.340899
1267,0.0287302,0.861339,0.573471,0.33,1,0.824483
1268,0.0287528,0.844957,0.553114,0.335,1,0.759285
1269,0.0287755,0.827741,0.527486,0.34,1,0.492948
1270,0.0287982,0.809708,0.497734,0.345,1,0.782811
1271,0.0288209,0.790876,0.465423,0.35,1,0.219185
1272,0.0288435,0.771264,0.432365,0.355,1,0.263532
1273,0.0288662,0.750891,0.400426,0.36,1,0.62427
1274,0.0288889,0.729776,0.371322,0.365,1,0.614899
1275,0.0289116,0.707942,0.346446,0.37,1,0.60082
1276,0.0289342,0.685408,0.326721,0.375,1,0.843026
1277,0.0289569,0.662199,0.312513,0.38,1,0.386238
1278,0.0289796,0.638336,0.303593,0.385,1,0.0259204
1279,0.0290023,0.613843,0.299176,0.39,1,0.556035
1280,0.0290249,0.588744,0.298002,0.395,1,0.127959
1281,0.0290476,0.563065,0.298483,0.4,1,0.468522
1282,0.0290703,0.536829,0.29887,0.405,1,0.553836
1283,0.029093,0.510064,0.297439,0.41,1,0.0738809
1284,0.0291156,0.482796,0.292677,0.415,1,0.977299
1285,0.0291383,0.455051,0.283439,0.42,1,0.392625
1286,0.029161,0.426857,0.269067,0.425,1,0.214995
1287,0.0291837,0.398242,0.249455,0.43,1,0.898268
1288,0.0292063,0.369234,0.225057,0.435,1,0.116856
1289,0.029229,0.339861,0.196835,0.44,1,0.257581
1290,0.0292517,0.310154,0.166154,0.445,1,0.286461
1291,0.0292744,0.28014,0.134633,0.45,1,0.624044
1292,0.0292971,0.249849,0.103973,0.455,1,0.524937
1293,0.0293197,0.219312,0.0757776,0.46,1,0.977722
1294,0.0293424,0.188559,0.0513772,0.465,1,0.718236
1295,0.0293651,0.157619,0.0316937,0.47,1,0.2683
1296,0.0293878,0.126524,0.0171414,0.475,1,0.122411
1297,0.0294104,0.0953046,0.00758471,0.48,1,0.420189
1298,0.0294331,0.0639907,0.00235365,0.485,1,0.185953
1299,0.0294558,0.0326137,0.000316318,0.49,1,0.803715
1300,0.0294785,0.0012045,1.60186e-08,0.495,1,0.706727
1301,0.0295011,-0.0302059,-0.000251492,0.5,0,0.0779007
1302,0.0295238,-0.0615865,-0.00210135,0.505,0,0.34994
1303,0.0295465,-0.0929063,-0.00704225,0.51,0,0.965349
1304,0.0295692,-0.124134,-0.0162371,0.515,0,0.295567
1305,0.0295918,-0.15524,-0.0303944,0.52,0,0.369302
1306,0.0296145,-0.186193,-0.0496923,0.525,0,0.355023
1307,0.0296372,-0.216961,-0.0737576,0.53,0,0.104768
1308,0.0296599,-0.247516,-0.101705,0.535,0,0.0628428
1309,0.0296825,-0.277826,-0.13223,0.54,0,0.638574
1310,0.0297052,-0.307862,-0.163745,0.545,0,0.215649
1311,0.0297279,-0.337595,-0.19455,0.55,0,0.155819
1312,0.0297506,-0.366994,-0.223013,0.555,0,0.297741
1313,0.0297732,-0.396031,-0.247744,0.56,0,0.454189
1314,0.0297959,-0.424677,-0.267746,0.565,0,0.639443
1315,0.0298186,-0.452905,-0.282524,0.57,0,0.231103
1316,0.0298413,-0.480685,-0.292138,0.575,0,0.828067
1317,0.0298639,-0.507991,-0.297209,0.58,0,0.520284
1318,0.0298866,-0.534795,-0.298845,0.585,0,0.40933
1319,0.0299093,-0.561072,-0.298539,0.59,0,0.810263
1320,0.029932,-0.586795,-0.298002,0.595,0,0.988547
1321,0.0299546,-0.611939,-0.298989,0.6,0,0.674814
1322,0.0299773,-0.63648,-0.303109,0.605,0,0.816367
1323,0.03,-0.660392,-0.311648,0.61,0,0.622578
1324,0.0300227,-0.683652,-0.325436,0.615,0,0.522559
1325,0.0300454,-0.706238,-0.344742,0.62,0,0.510635
1326,0.030068,-0.728127,-0.36925,0.625,0,0.682616
1327,0.0300907,-0.749297,-0.398074,0.63,0,0.532877
1328,0.0301134,-0.769728,-0.429853,0.635,0,0.952869
1329,0.0301361,-0.7894,-0.46289,0.64,0,0.404778
1330,0.0301587,-0.808292,-0.495325,0.645,0,0.88559
1331,0.0301814,-0.826387,-0.525333,0.65,0,0.499719
1332,0.0302041,-0.843666,-0.551324,0.655,0,0.283885
1333,0.0302268,-0.860113,-0.572114,0.66,0,0.775932
1334,0.0302494,-0.875711,-0.587058,0.665,0,0.932876
1335,0.0302721,-0.890444,-0.596131,0.67,0,0.943744
1336,0.0302948,-0.904299,-0.599944,0.675,0,0.917588
1337,0.0303175,-0.917262,-0.599683,0.68,0,0.0582521
1338,0.0303401,-0.929319,-0.597001,0.685,0,0.631986
1339,0.0303628,-0.94046,-0.593847,0.69,0,0.428321
1340,0.0303855,-0.950672,-0.592262,0.695,0,0.692978
1341,0.0304082,-0.959946,-0.594164,0.7,0,0.66032
1342,0.0304308,-0.968273,-0.601136,0.705,0,0.741271
1343,0.0304535,-0.975645,-0.614253,0.71,0,0.572997
1344,0.0304762,-0.982053,-0.633951,0.715,0,0.19879
1345,0.0304989,-0.987493,-0.659966,0.72,0,0.406801
1346,0.0305215,-0.991958,-0.691342,0.725,0,0.203693
1347,0.0305442,-0.995444,-0.726519,0.73,0,0.534494
1348,0.0305669,-0.997948,-0.76348,0.735,0,0.289488
1349,0.0305896,-0.999467,-0.799957,0.74,0,0.544023
1350,0.0306122,-0.999999,-0.833666,0.745,0,0.974151
1351,0.0306349,-0.999545,-0.862554,0.75,0,0.473387
1352,0.0306576,-0.998105,-0.885023,0.755,0,0.290587
1353,0.0306803,-0.995679,-0.900118,0.76,0,0.522404
1354,0.0307029,-0.992271,-0.907653,0.765,0,0.719209
1355,0.0307256,-0.987884,-0.908252,0.77,0,0.16337
1356,0.0307483,-0.982522,-0.903316,0.775,0,0.965078
1357,0.030771,-0.97619,-0.894898,0.78,0,0.579927
1358,0.0307937,-0.968895,-0.885507,0.785,0,0.604391
1359,0.0308163,-0.960644,-0.877859,0.79,0,0.440366
1360,0.030839,-0.951445,-0.874595,0.795,0,0.271089
1361,0.0308617,-0.941307,-0.877989,0.8,0,0.0367742
1362,0.0308844,-0.93024,-0.889695,0.805,0,0.611664
1363,0.030907,-0.918255,-0.91054,0.81,0,0.519706
1364,0.0309297,-0.905364,-0.940398,0.815,0,0.592272
1365,0.0309524,-0.89158,-0.978156,0.82,0,0.716945
1366,0.0309751,-0.876916,-1.02179,0.825,0,0.835174
1367,0.0309977,-0.861386,-1.06853,0.83,0,0.0558882
1368,0.0310204,-0.845006,-1.11511,0.835,0,0.0598663
1369,0.0310431,-0.827793,-1.1581,0.84,0,0.770571
1370,0.0310658,-0.809762,-1.19428,0.845,0,0.0445655
1371,0.0310884,-0.790933,-1.22094,0.85,0,0.414674
1372,0.0311111,-0.771323,-1.23625,0.855,0,0.32934
1373,0.0311338,-0.750952,-1.23948,0.86,0,0.516768
1374,0.0311565,-0.72984,-1.23118,0.865,0,0.925682
1375,0.0311791,-0.708007,-1.21317,0.87,0,0.280905
1376,0.0312018,-0.685476,-1.18848,0.875,0,0.204158
1377,0.0312245,-0.662268,-1.16109,0.88,0,0.90303
